,Genename,Counts,Sample
432,RSL1D1,2898.7627,Severe 8
433,TMX1,1248.527,Severe 8
434,HNRNPU,8924.166,Severe 8
435,ACOT9,749.9902,Severe 8
436,MYL12A,10413.859,Severe 8
437,OAS1,4665.9346,Severe 8
438,HDAC8,228.7263,Severe 8
439,TRAK2,1631.068,Severe 8
440,VRK2,499.5474,Severe 8
441,ATXN2L,1510.1112,Severe 8
442,CYB561D2,703.28064,Severe 8
443,TAPBP,7713.0874,Severe 8
444,WBP1L,1736.7595,Severe 8
445,CENPJ,178.07028,Severe 8
446,HNRNPC,6086.6743,Severe 8
447,CD2,3127.3413,Severe 8
448,CHCHD1,659.1527,Severe 8
449,TSTA3,256.03323,Severe 8
450,EIF3C,2651.892,Severe 8
451,LBH,2251.9639,Severe 8
452,MEGF8,237.04738,Severe 8
453,SMCO4,604.19855,Severe 8
454,MAP3K2,3558.403,Severe 8
455,MARCKS,2090.0269,Severe 8
456,PDCD11,584.1314,Severe 8
457,RPA2,998.70996,Severe 8
458,BID,1973.9976,Severe 8
459,STX10,1462.2006,Severe 8
460,IFIT3,9385.059,Severe 8
461,DHX9,3673.9639,Severe 8
462,ATP6V0B,2926.118,Severe 8
463,OGT,5330.58,Severe 8
464,BUD31,655.0975,Severe 8
465,ZBED6CL,191.75174,Severe 8
466,WDR70,749.4165,Severe 8
467,ABCA7,902.3203,Severe 8
468,SPN,5764.24,Severe 8
469,CANT1,891.98804,Severe 8
470,SPINK2,0.0,Severe 8
471,PRDX5,2210.59,Severe 8
472,CDV3,6611.7036,Severe 8
473,IGHG2,3678.2732,Severe 8
474,IK,2980.1409,Severe 8
475,PI4KB,852.89954,Severe 8
476,SORL1,5723.217,Severe 8
477,IGLV1-47,235.23549,Severe 8
478,CD2BP2,845.5818,Severe 8
479,SELL,15424.793,Severe 8
480,RORA,4458.2603,Severe 8
481,SP100,12369.475,Severe 8
482,MBNL1,10904.993,Severe 8
483,UHRF2,890.6538,Severe 8
484,KDM5B,737.8493,Severe 8
485,PDCD6IP,2864.0684,Severe 8
486,UROD,649.0729,Severe 8
487,EFTUD2,1945.9684,Severe 8
488,TNRC6A,2009.1947,Severe 8
489,TPM3,15360.608,Severe 8
490,HMGB1,4141.364,Severe 8
491,ZNF263,851.06396,Severe 8
492,GGA2,1052.5464,Severe 8
493,HUWE1,4813.939,Severe 8
494,ERP44,1541.6912,Severe 8
495,CD14,10459.789,Severe 8
496,GPR180,633.5962,Severe 8
497,FAM129A,4324.1875,Severe 8
498,PSMD2,3078.3728,Severe 8
499,IGFBP4,0.0,Severe 8
500,PCGF5,2280.3438,Severe 8
501,TGOLN2,7762.4893,Severe 8
502,RPL31,25961.764,Severe 8
503,IPO7,1228.3694,Severe 8
504,AKT1,727.9632,Severe 8
505,MCM6,742.497,Severe 8
506,DPAGT1,250.139,Severe 8
507,C22orf46,386.58426,Severe 8
508,CD47,4626.0312,Severe 8
509,TTC30A,147.76872,Severe 8
510,FBL,1487.596,Severe 8
511,POLR1D,1544.5146,Severe 8
512,RSBN1,1853.4713,Severe 8
513,SOD2,4453.2056,Severe 8
514,FCGR3B,5476.076,Severe 8
515,ZNF23,88.156296,Severe 8
516,IQCH-AS1,147.29703,Severe 8
517,UBR5,3311.4475,Severe 8
518,SLTM,4115.926,Severe 8
519,PLEKHG1,406.512,Severe 8
520,RBM10,948.0825,Severe 8
521,CLEC12A,2701.5674,Severe 8
522,HCG18,1188.3347,Severe 8
523,EBAG9,784.7422,Severe 8
524,MARCH5,534.30066,Severe 8
525,THYN1,647.2335,Severe 8
526,KCTD21,76.34096,Severe 8
527,MPI,473.12204,Severe 8
528,C12orf29,313.26242,Severe 8
529,CUL9,672.8683,Severe 8
530,PDZD2,529.0555,Severe 8
531,COL2A1,141.44202,Severe 8
532,PLEKHG3,1109.2477,Severe 8
533,MATN1,65.56256,Severe 8
534,MINOS1,849.5838,Severe 8
535,P4HTM,298.4362,Severe 8
536,SPDL1,271.50864,Severe 8
537,ATF2,1091.521,Severe 8
538,SH3BP2,2745.6528,Severe 8
539,SS18L2,613.9898,Severe 8
540,AFTPH,2494.3655,Severe 8
541,G3BP2,3623.9622,Severe 8
542,RASGRP2,2698.1675,Severe 8
543,CD63,6584.8354,Severe 8
544,PRKCH,2668.4482,Severe 8
545,MTRNR2L12,36127.426,Severe 8
546,MAPKAPK3,1560.3761,Severe 8
547,SOBP,110.34659,Severe 8
548,PLCE1,390.88434,Severe 8
549,ANKRD11,4486.939,Severe 8
550,RTN4,4233.3716,Severe 8
551,IGLC3,28261.754,Severe 8
552,HDAC9,520.36426,Severe 8
553,PPP1CB,2681.6416,Severe 8
554,FAM49B,4854.504,Severe 8
555,STARD4,915.7896,Severe 8
556,GAK,2730.5542,Severe 8
557,PREB,712.42365,Severe 8
558,CAP1,12917.884,Severe 8
559,RNASE2,2845.3694,Severe 8
560,SUPT6H,2371.0132,Severe 8
561,SEC62,3475.078,Severe 8
562,TMSB10,47652.277,Severe 8
563,XBP1,3290.393,Severe 8
564,PRKD3,1321.2726,Severe 8
565,SSNA1,1439.1313,Severe 8
566,CPEB1,166.84644,Severe 8
567,LAMTOR2,488.43024,Severe 8
568,SRSF9,2239.7805,Severe 8
569,PHAX,1143.512,Severe 8
570,TBL1XR1,1542.2627,Severe 8
571,P4HA2,341.2632,Severe 8
572,PLCL1,226.18716,Severe 8
573,RPS15,11163.368,Severe 8
574,UQCR11,3631.2568,Severe 8
575,TUBA1A,2942.83,Severe 8
576,ATF7IP,3444.2483,Severe 8
577,PSMB7,1738.4989,Severe 8
578,GNAQ,1814.3823,Severe 8
579,EIF3G,2379.0825,Severe 8
580,MRPS33,388.44028,Severe 8
581,SYNE3,452.4245,Severe 8
582,RGPD5,868.8426,Severe 8
583,SYNE2,24969.408,Severe 8
584,ZNF217,2194.7644,Severe 8
585,UNC50,408.99435,Severe 8
586,EZR,7080.8486,Severe 8
587,TAF1,1276.4052,Severe 8
588,STARD9,603.1694,Severe 8
589,PSMD4,2216.317,Severe 8
590,NBR1,2142.8877,Severe 8
591,DPEP2,376.27216,Severe 8
592,ISCU,2636.758,Severe 8
593,DAZAP2,6754.468,Severe 8
594,PRKX,1873.7086,Severe 8
595,CELF2,5519.144,Severe 8
596,CHST2,505.029,Severe 8
597,BMS1,1034.6234,Severe 8
598,CNDP2,2411.4597,Severe 8
599,AMZ2,1288.604,Severe 8
600,ZFP36L2,11494.739,Severe 8
601,CTDSPL2,1091.4501,Severe 8
602,EML6,378.18802,Severe 8
603,LSM7,941.83136,Severe 8
604,PRMT2,2810.3496,Severe 8
605,BROX,919.7537,Severe 8
606,TRIP6,187.9413,Severe 8
607,MRPL27,508.26465,Severe 8
608,GIMAP2,1082.3798,Severe 8
609,ARIH2OS,118.76917,Severe 8
610,TUBB,1675.6101,Severe 8
611,CAPG,2228.1514,Severe 8
612,PLEKHA2,3089.81,Severe 8
613,UGGT1,2030.5265,Severe 8
614,ADRM1,261.51694,Severe 8
615,CASP1,3102.3318,Severe 8
616,ITGAX,2584.7708,Severe 8
617,MYBL1,2783.2231,Severe 8
618,UGCG,983.64417,Severe 8
619,CALR,7318.1206,Severe 8
620,MCMBP,1255.3871,Severe 8
621,MT-ND6,12219.697,Severe 8
622,RPL13,22533.604,Severe 8
623,CNBP,8760.477,Severe 8
624,PPP2R5A,2931.1821,Severe 8
625,PRKDC,2880.7944,Severe 8
626,UBE2L3,1816.8533,Severe 8
627,MT-ND5,21985.35,Severe 8
628,UBR4,4760.1196,Severe 8
629,DHRS7,2530.9883,Severe 8
630,CDC5L,1625.8452,Severe 8
631,EIF4EBP2,2332.4863,Severe 8
632,RTN3,2308.0286,Severe 8
633,IL17RA,3711.868,Severe 8
634,FOS,15750.148,Severe 8
635,CDK19,1316.0552,Severe 8
636,ANP32E,2562.3176,Severe 8
637,PRKCB,7184.4707,Severe 8
638,GLUD1,2096.9792,Severe 8
639,ZNF296,272.37302,Severe 8
640,PRKAR1A,2806.309,Severe 8
641,CAT,1411.6659,Severe 8
642,SHMT1,536.36584,Severe 8
643,PPARA,1085.3762,Severe 8
644,CERS5,1039.5419,Severe 8
645,DNAJA2,1930.9236,Severe 8
646,AIF1,9175.321,Severe 8
647,HSD17B4,1034.9608,Severe 8
648,TNFRSF1B,8741.939,Severe 8
649,KPNB1,3800.2646,Severe 8
650,DGKZ,1406.7013,Severe 8
651,RALBP1,2409.1414,Severe 8
652,PPP1R7,1531.0626,Severe 8
653,PCF11,3073.9539,Severe 8
654,NFE2,1125.1395,Severe 8
655,TMEM50A,2389.804,Severe 8
656,LIMS1,3447.7341,Severe 8
657,CYB5R3,706.797,Severe 8
658,SERINC1,3278.393,Severe 8
659,RNF6,1454.2354,Severe 8
660,SUGT1,1020.9024,Severe 8
661,STAT2,3808.563,Severe 8
662,ARPC2,14887.189,Severe 8
663,WDR5,264.90955,Severe 8
664,PSMB9,7972.9526,Severe 8
665,LBR,2770.7246,Severe 8
666,MORF4L2,1080.79,Severe 8
667,FUS,5874.262,Severe 8
668,ALAS1,474.25436,Severe 8
669,ZNF140,218.97374,Severe 8
670,ZBED6,415.51096,Severe 8
671,VPS33B,532.25916,Severe 8
672,SULF2,2277.2036,Severe 8
673,RNPEPL1,1864.2354,Severe 8
674,ARID4B,5389.253,Severe 8
675,ELP2,882.935,Severe 8
676,MCFD2,1390.1288,Severe 8
677,PI4KA,2131.89,Severe 8
678,RFK,568.4405,Severe 8
679,RBM48,854.8345,Severe 8
680,PERP,48.89819,Severe 8
681,EGR1,1209.6149,Severe 8
682,CCNDBP1,2014.2499,Severe 8
683,COPE,1057.2834,Severe 8
684,PUS7L,274.0397,Severe 8
685,DDA1,573.54895,Severe 8
686,RPS6KB1,1262.7604,Severe 8
687,MRPL28,682.99133,Severe 8
688,ZRANB2,1763.7089,Severe 8
689,WARS,3441.939,Severe 8
690,RBCK1,1917.3766,Severe 8
691,FAM91A1,1233.5212,Severe 8
692,CLTC,3255.357,Severe 8
693,FRYL,2828.7395,Severe 8
694,GNPTAB,4185.816,Severe 8
695,COPZ1,1345.1267,Severe 8
696,RPL36,3277.4436,Severe 8
697,SSR2,3140.008,Severe 8
698,TRIB1,1746.2921,Severe 8
699,HIST1H2AI,240.38388,Severe 8
700,HSPA8,4937.4263,Severe 8
701,PTMA,12968.876,Severe 8
702,ING1,517.39386,Severe 8
703,ACBD3,1646.6012,Severe 8
704,RASSF5,6323.9854,Severe 8
705,TXNRD2,381.66864,Severe 8
706,ATP6V1A,1507.4513,Severe 8
707,RPL18A,9830.608,Severe 8
708,TUFM,1690.1182,Severe 8
709,HEXIM1,1869.182,Severe 8
710,EVI2B,4178.005,Severe 8
711,PTPRC,36928.668,Severe 8
712,NOL7,153.96918,Severe 8
713,MYBL2,266.72458,Severe 8
714,REC8,639.99713,Severe 8
715,CCNL1,8792.479,Severe 8
716,IGHG3,1765.8689,Severe 8
717,CDC6,225.23355,Severe 8
718,FOXN3,4077.5337,Severe 8
719,HLA-DPB1,7526.9346,Severe 8
720,ASAP1,2297.3735,Severe 8
721,SNRNP200,4678.6943,Severe 8
722,PTBP3,4574.9517,Severe 8
723,EDF1,3667.9868,Severe 8
724,MT-ND1,37215.44,Severe 8
