"","Gene.name","logFC","logCPM","PValue"
"270","LGALS1",1.13442412191833,8.69891907833251,0.00578641523114141
"271","WDFY3",1.53281102178042,3.53394714841913,0.000150066552819328
"272","MPV17L",-2.19363257474929,0.53736414327185,0.0041745833147612
"273","JDP2",1.5238857907298,3.03047128345789,1.93942648232107e-06
"274","SH3PXD2B",1.19476513216646,0.26929144868119,0.00782884091085722
"275","PYGL",2.38846139684142,5.25402139158545,2.77919040060452e-08
"276","PPEF2",-3.03321033053763,-0.803986824297866,0.00366899060059026
"277","C12orf76",1.24832269178112,4.95948538903288,0.000719269410224885
"278","CSRP2",-1.67495781029655,0.513247637353964,0.00069196581164523
"279","SERPINB1",1.12576295197175,7.89932500925268,1.45153770113172e-06
