,Gene name,Moderate 0,Moderate 1,Moderate 2,Moderate 3,Moderate 4,Moderate 5,Moderate 8,Moderate 11,Moderate 13,Moderate 14,Severe 0,Severe 1,Severe 2,Severe 3,Severe 4,Severe 5,Severe 6,Severe 8,Severe 9,Severe 10,Severe 11,Severe 13
9621,PRTFDC1,127.93549,34.479683,74.2701,210.51591,248.39735,84.836426,77.50038,97.81289,346.8668,27.72371,294.65707,122.82092,509.98676,241.91142,191.51942,742.0937,551.9733,31.249998,26.746593,185.46982,186.81454,22.123007
9622,MRPL54,13807.435,9948.423,11409.499,3519.937,3400.8403,2382.6682,2251.8154,1188.862,2408.347,1428.6157,2976.7512,7779.3203,12331.431,3953.7207,2524.2058,3925.8474,3354.9272,1182.2777,1974.7738,3380.1035,3569.4531,1013.4912
9623,SEPHS1,776.57306,440.5892,639.2786,228.01692,393.50394,195.61479,163.69537,105.92005,214.44394,1134.8245,145.76408,435.37936,611.90936,200.92711,139.82976,342.2375,1560.0461,415.00934,928.32135,2134.682,2482.0276,546.0459
9624,RAB11B-AS1,606.7828,429.4803,427.30743,331.4055,366.77393,154.98953,165.10292,140.9074,325.54593,84.49704,157.333,401.67993,577.6077,240.93845,206.38565,429.77597,354.94272,176.50243,145.36122,224.3241,217.5472,13.5799885
9625,MRPL42,3752.7607,3346.9712,3496.0034,939.11554,1902.8772,921.016,1031.0604,457.91705,1239.3494,1335.3359,569.9202,1792.8234,2314.8655,996.33167,701.86755,1712.8853,2347.652,552.4549,1072.842,2270.0674,2292.178,644.98267
9626,WRN,1071.0215,1289.297,1426.4993,224.1996,331.84766,126.885284,136.29938,167.21474,200.843,520.42554,79.032974,364.64575,652.8489,207.62048,107.79887,419.6858,1278.9701,233.81271,668.15137,991.2515,1448.2306,221.4146
9627,C16orf58,1838.3406,1461.7719,890.15894,408.72086,577.8309,286.70724,286.55496,169.70491,335.8352,154.62836,167.78445,777.96155,1680.733,545.93427,257.30347,454.4013,612.4783,78.13325,299.95822,497.95523,487.60403,135.96805
9628,USP27X,102.03845,56.84031,119.233765,37.389088,66.690674,56.293583,14.6365185,37.265816,7.7165756,285.49048,34.803406,39.28693,96.69455,27.220488,27.10263,31.54753,340.80124,158.8907,283.62427,644.99994,636.5471,134.98512
9629,TNFRSF11A,88.188446,45.621094,302.20166,18.300478,25.359297,16.856636,21.66726,20.93872,21.650232,81.18812,3.2051282,51.793606,114.13054,29.481,3.3338563,39.748425,188.11703,160.65445,301.0076,242.76144,175.54929,64.008804
9630,CEP70,785.56055,431.8075,500.9207,137.20273,167.30852,83.73539,57.088615,74.56466,113.1935,226.77776,38.902985,247.86275,414.77637,108.582855,109.28002,186.70062,687.3938,108.45804,531.0003,662.7902,1152.7034,231.00076
9631,CAPS,505.56546,342.6723,262.94345,112.99875,145.48607,121.01371,85.4052,85.3729,129.32521,653.89264,75.77739,302.08353,563.7573,96.470726,119.46636,176.17317,1498.9484,471.74667,920.7062,882.3375,1712.5636,309.87125
9632,NABP2,2698.9146,1600.0798,1300.9506,857.1185,916.97437,418.70663,666.8085,217.23558,706.81903,613.4047,331.57468,1748.652,1943.9419,776.06085,573.4585,859.8297,1148.775,315.49982,968.18396,1120.029,1304.3492,426.28326
9633,RSPRY1,2220.0164,1439.2147,3351.563,447.9788,958.34595,781.9415,483.91464,695.5639,536.12054,1181.8829,760.29803,1251.2842,1535.2092,622.1017,626.5426,1540.0665,2059.1016,663.3813,1003.96936,1930.7574,2156.0837,610.755
9634,TEPP,282.80478,156.34239,10.789455,103.06429,58.21801,39.186195,13.844023,129.37955,31.82632,30.362095,11.382764,281.97238,293.94568,209.43047,194.01431,101.64233,89.60048,63.75969,38.649036,122.07456,105.84248,2.1635656
9635,SLC36A4,1611.3986,1210.1515,2694.526,319.8438,388.52637,190.76262,256.0697,368.1588,304.09558,1524.2596,1244.7843,1188.0852,1523.821,569.7843,674.9498,1023.4954,1649.013,508.39,1212.3624,2471.2275,1456.8107,436.75626
9636,RMRP,231.19232,114.07598,136.49689,22.506264,25.522898,9.000646,281.38412,8.753507,49.97881,55.105293,41.609703,120.30959,221.86035,65.229416,61.895294,147.45087,110.927956,66.59433,93.12983,436.52634,166.06555,64.086624
9637,WIZ,340.58072,318.9148,247.99593,158.13728,198.07578,100.734985,53.22798,110.729256,111.71571,643.17114,62.10232,244.38968,327.4238,121.24845,105.74994,328.84415,1082.1447,292.93332,632.38007,956.6403,1175.8801,245.3276
9638,CAV1,23.988333,28.59758,64.26007,0.9941841,54.877563,2.7233117,6.9273663,116.9784,102.1879,46.92618,54.979107,49.887474,17.23378,3.095229,15.078337,111.37004,307.1585,32.679737,9.319665,197.68845,90.9445,64.4319
9639,MAGI1,0.0,1.5878056,2.899391,2.3132083,0.0,0.0,0.0,0.80263263,9.285117,59.525936,0.0,0.0,0.0,3.5420413,1.257071,2.3623908,145.24323,288.3571,344.26608,387.08582,175.60904,46.639893
9640,MTHFD2L,2576.7065,1744.747,1621.3029,993.27124,1449.57,386.24567,403.54852,861.8463,777.1944,321.7061,699.75055,1339.3153,1874.7452,1057.9999,1202.406,2178.6387,2654.5361,341.4572,477.68683,1140.6962,972.1597,194.29851
9641,PPCDC,1025.5906,670.91254,1237.2869,462.06396,971.77747,1534.1265,923.19116,709.9852,981.56323,337.00314,397.41162,614.9094,1024.3418,322.50845,289.121,3812.428,1404.0725,156.69527,341.31152,764.8932,492.84106,128.82922
9642,WHAMM,5825.12,3372.53,7619.365,1185.3379,1963.9734,812.6159,1164.5123,598.0069,1119.5739,2064.5986,2153.0474,3028.94,3957.736,1873.5427,1401.257,2508.436,5902.255,2013.3503,3990.4395,5021.126,5373.8926,1441.5887
9643,SLC39A1,2729.1917,1796.3364,2249.9697,771.38165,1242.8982,741.5612,651.21106,765.37335,985.1827,1340.3562,697.8843,1856.6112,1974.4508,811.55707,577.4519,1490.1417,1610.4108,405.44955,891.97473,2289.9844,1322.6127,500.5337
9644,NME4,6638.928,3202.0862,2908.5784,2299.0127,1846.4406,808.587,588.6757,514.3545,1714.673,726.4278,1940.1819,4854.272,6514.142,2561.302,1969.585,2388.5017,2311.4734,119.06154,508.51776,1290.7314,1670.6672,409.75964
9645,PAIP2,18628.533,12927.494,22298.484,6063.595,14335.97,5919.8516,4891.056,5606.9087,8749.038,2918.7039,7046.7065,10716.667,17297.775,9556.763,9350.965,19018.658,14569.737,1697.2334,3533.8804,6486.7407,6064.294,1727.2554
9646,TRIM23,1067.5242,792.5919,1000.0719,305.12076,587.9908,315.21317,335.76776,478.29028,519.346,420.02786,210.56757,540.6006,909.8009,448.83075,576.722,1245.1599,1630.8992,190.26985,574.376,741.08673,1234.7341,244.31732
9647,DSN1,1130.8721,795.2545,657.03937,230.97977,430.80975,227.33139,213.44406,104.08148,236.51862,358.26053,122.45539,463.65207,944.5361,277.4767,240.47925,518.31287,923.6649,235.77551,434.1588,699.18097,683.53326,305.10846
9648,ILDR1,31.137684,7.515756,2.483238,8.256338,16.009918,18.842556,3.4579844,7.244876,0.4890932,16.74282,30.219925,13.672016,23.359375,13.155886,2.607979,15.228046,65.975174,90.20156,119.53943,116.39226,107.5596,12.149173
9649,SLC25A27,13.222633,4.9445405,8.618409,2.2825837,23.30723,2.6122994,5.237543,2.4875622,3.1673448,6.297229,2.950723,14.302183,16.74978,2.0181634,1.3126805,8.664911,32.77665,23.752968,37.729576,59.48806,40.07252,30.959753
9650,PER2,446.91162,330.1935,1117.6306,111.93051,82.445244,71.36784,46.195774,108.88322,79.9276,563.49414,175.19482,239.02394,350.57693,198.87036,232.62556,410.67505,1319.2288,358.3341,763.71185,1316.9454,1244.9292,275.03854
9651,GRM6,0.0,0.0,2.9239767,0.0,0.0,0.0,0.0,0.0,0.0,23.01991,0.0,0.0,0.0,2.499375,0.0,8.709894,115.53896,258.23035,107.09053,166.41797,91.684494,5.5656443
9652,TRIM56,3799.8118,2592.3386,3144.3865,1369.0094,2303.388,2450.9927,1967.1715,1572.4321,2614.1526,1269.5302,459.35434,2488.9126,3117.5957,1452.9183,1158.9161,6583.7993,6673.8145,777.3755,1623.7568,2118.8145,4102.873,883.71295
9653,NIPSNAP1,4086.4424,2672.4814,1502.6785,741.09204,1306.8936,572.06604,725.4192,409.3658,681.31055,1406.765,129.49295,1802.9288,2859.704,1014.47833,610.7983,1320.9774,2882.1824,739.834,1150.8364,2239.9006,3339.8176,876.8779
9654,TSC22D4,14327.697,8657.88,5537.576,4470.82,8907.161,4142.096,4285.3794,4056.51,5455.832,3158.042,2843.9578,8170.654,13732.147,7861.696,7434.1045,15917.079,9980.736,931.7648,2954.8857,4540.0356,6091.5845,1513.0923
9655,USP53,1135.0638,579.14246,711.642,259.43326,430.67233,297.49374,205.571,294.37338,424.08405,666.36615,247.72025,382.61194,1293.034,537.70874,208.08235,626.1084,1944.5105,335.21582,801.0854,1485.6908,3407.2605,480.09634
9656,RAB35,1568.15,1127.6189,3037.8362,677.9962,1316.5696,784.39923,704.48334,907.71985,999.00714,2639.591,438.50168,1106.3289,1819.7983,875.8687,764.87396,2346.9692,3765.4917,712.15857,1868.1073,3340.2861,4393.0703,1082.2621
9657,KLRC3,435.69287,186.39545,349.6517,1323.2408,355.89658,173.50276,464.79492,143.1926,962.1219,76.713455,112.02321,865.3268,1363.9637,603.7878,540.1331,1146.333,306.81628,0.0,67.85383,124.44049,152.63129,36.027065
9658,CMYA5,25.34273,6.0158534,8.9908285,2.6747563,6.378746,3.4323595,0.0,5.0423136,7.301112,42.21737,6.2898364,17.056429,14.691702,0.0,26.834173,1.7503937,187.46426,517.1869,273.5039,303.63794,183.1749,104.5688
9659,MAST2,340.5318,218.8919,271.96625,121.36968,116.64372,73.973404,19.976183,34.01284,88.12548,419.96152,97.37673,188.66702,303.76712,163.09537,127.41402,180.23885,616.8667,202.00262,709.5203,545.10443,656.9453,336.20334
9660,RPS10,14726.323,12942.232,11956.648,17584.133,9975.522,27422.625,8142.6836,26449.469,13519.098,2436.6733,6408.1807,7687.22,11134.558,3615.0872,2437.545,15293.827,14436.483,1299.8151,2310.2031,4964.237,6526.039,1384.6599
9661,SCLY,550.45844,303.18326,276.09387,200.03864,350.07642,170.78093,148.41475,129.8252,158.81152,128.69208,79.42259,280.30322,395.6076,172.26056,110.66231,321.20218,374.35858,611.4649,459.70145,477.79312,330.1299,85.169014
9662,MT1X,3794.329,2998.3726,3128.0647,2086.5654,3379.1133,1457.5468,2016.7828,1577.4838,2363.9893,193.17825,2044.3577,5332.0645,5636.95,4349.081,5168.656,4986.95,10283.011,149.21867,202.77235,619.75165,563.77783,104.0711
9663,DPM2,3591.6318,2274.4893,1785.578,1119.672,1574.1445,571.1886,1045.1271,778.6011,1318.412,807.98175,742.63806,2251.7437,3044.928,1171.3152,1082.9462,1582.2441,1689.0233,317.76773,1206.8042,1337.7037,1962.8422,439.15082
9664,AMBRA1,1573.5116,977.0701,1423.3876,321.79608,688.0238,357.097,327.16785,212.24423,375.11285,555.3077,220.36497,675.70154,992.08765,352.52237,287.45105,740.60846,1182.3213,321.96133,953.05414,1031.6737,1243.2727,282.63593
9665,OPRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.725925,0.0,0.0,0.0,0.0,0.0,0.0,73.63599,261.92618,139.43753,166.16675,127.747284,28.011204
9666,ARHGAP18,1231.3973,935.45276,1707.9155,2381.8352,5090.859,1043.1028,1347.3298,1055.3075,4507.1763,1666.4696,2193.83,2787.8115,4053.355,2209.2583,1889.0776,7923.1084,9028.637,940.8348,1641.0807,4469.772,4578.916,1036.4957
9667,FKBP14,387.21692,284.77255,159.30852,111.37923,153.50215,45.895763,101.63446,57.588898,110.46116,157.93741,73.13097,219.12791,233.7479,67.495674,65.87067,128.72098,290.54166,316.365,210.22806,475.7107,554.07074,116.36311
9668,ITM2A,20545.746,10042.884,17642.998,1778.2137,4450.5054,2332.4702,2531.6157,2026.2909,4953.4404,2469.0657,2136.126,6524.718,14446.774,6060.372,3646.807,5709.244,6255.3364,850.77246,2640.164,2766.2864,10579.598,1998.2047
9669,LIG3,1341.2728,775.166,1035.533,224.75728,552.21826,230.36075,192.38509,139.2206,272.96506,991.5674,149.30803,646.03687,813.59467,285.5068,154.05952,602.53735,1673.4855,641.05664,1181.5477,1494.8049,1997.601,545.9692
9670,CNNM1,0.0,9.674177,1.9642506,0.0,10.864862,1.718213,1.7316017,3.0535073,5.814679,33.323273,0.0,16.845987,4.320608,0.0,2.728513,33.80569,125.23613,173.16928,97.1031,160.78311,113.44991,37.222874
9671,NELFA,3052.5806,1934.5095,2966.2336,586.96106,1125.705,501.82736,509.69592,311.7693,550.04675,604.65173,543.17914,1309.0543,2355.1333,836.63416,578.8417,986.02966,1218.4862,255.8446,713.66205,999.0846,1256.457,326.20566
9672,METTL13,1532.8853,743.19385,1509.8066,343.6635,973.20844,342.6725,359.915,289.33646,509.09024,1450.8848,53.53291,843.7957,1237.8446,352.79932,226.13438,651.86597,1488.2295,303.7538,750.909,1658.6464,2205.8335,586.2056
9673,CCNA2,31.60954,23.159279,26.181944,5.4574957,4.6161604,5.629322,29.052069,4.221795,5.075051,67.299736,17.366592,89.54031,25.958015,4.110923,46.168274,50.403545,64.181206,190.07758,89.304756,263.2786,263.71423,205.05093
9674,ITGA3,81.21068,52.95257,48.271397,18.17329,36.360844,62.11161,48.408752,16.220417,66.31143,102.23645,0.0,80.58679,64.485916,25.669859,11.244486,96.76579,329.94467,299.7238,304.5981,280.6799,249.66823,54.116264
9675,SLC38A6,962.94824,601.4121,700.46533,226.82913,417.13312,230.59984,258.32275,160.9709,194.29327,288.42444,115.10993,519.6861,634.2457,214.45987,120.76739,472.4544,596.7887,174.37346,406.383,378.38885,543.5875,107.08802
9676,NDFIP2,220.53104,83.08321,348.69882,133.03496,165.49213,52.505104,95.256775,44.433285,212.63626,209.13803,15.901748,156.16203,130.78867,38.23412,23.609985,162.70679,396.72568,161.47997,94.53,384.9961,525.8785,210.02008
9677,CDK4,5491.6562,2731.1326,2536.1748,1000.19305,1994.2152,927.3294,807.55194,681.12933,968.17163,144.10449,257.99362,2413.3577,3285.6472,1049.9067,745.8351,1466.2784,726.29395,36.49635,139.79926,235.6513,395.63397,57.992744
9678,INSL3,102.55013,70.259,27.679646,33.351006,111.17731,31.14819,52.44487,178.9646,52.104713,100.7524,26.64186,48.52645,26.248257,115.145485,130.78148,118.405594,379.28122,151.35555,207.1349,240.40248,253.10754,61.00634
9679,OR56A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.165533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.03295,32.073437,50.0,0.0
9680,PMM2,3168.8838,1828.8949,2383.39,405.72595,1007.97736,446.47824,427.36792,254.36671,512.9235,492.55615,298.35098,1294.5074,2038.2246,610.33435,341.45126,919.88306,1346.6157,495.09995,934.5337,1072.2766,1280.9165,288.9378
9681,GLYCTK,1369.6211,961.2276,1342.0939,355.276,408.67773,297.2434,375.4428,410.65973,323.424,406.93463,292.57193,953.9203,1337.9136,549.5903,432.00797,1010.3067,662.8498,253.10304,446.74432,485.6448,675.6422,138.66069
9682,CNEP1R1,846.29034,766.3058,1258.1066,327.75446,741.79565,518.828,376.4538,363.44778,625.8415,604.31573,256.65494,717.5056,741.38226,489.62274,449.1451,1714.3937,1406.5687,547.37335,722.03766,1205.2112,1205.8965,204.81569
9683,SP3,4683.8457,3354.3247,5834.776,1219.993,2069.2935,1588.2374,1240.0293,1525.2191,1787.3513,4590.6045,1780.0316,2237.9143,3184.114,1417.0085,1276.9235,5363.694,9605.947,2234.0156,5539.4507,8143.1123,7739.341,2168.401
9684,LPAR3,1.5213753,1.9102196,8.903866,15.105714,1.6980811,1.9164431,2.0256765,3.554792,10.614331,20.554863,0.0,2.1777003,8.815168,0.0,3.3333333,13.827282,152.03963,161.65962,93.6714,265.59738,280.3245,47.23567
9685,PCDH1,10.234226,3.0021017,35.939632,38.97764,21.375446,3.2552083,1.7202821,6.3259106,18.545689,116.09684,0.0,29.689674,97.87726,34.087276,0.0,55.731735,169.59482,165.70554,298.05103,240.4983,140.80754,160.25238
9686,ZNF510,465.1446,373.50006,441.82715,86.92489,194.35399,96.28217,128.41391,60.011585,124.69122,791.9691,41.70679,215.29092,279.7449,147.79515,84.0119,199.24173,1619.2434,237.52583,951.69806,1046.1624,2051.9165,389.3529
9687,ADAM23,81.18395,53.114273,31.148188,75.707344,17.18721,17.08267,9.08804,13.41701,34.83879,215.26859,0.0,22.38532,44.650963,9.160487,2.0968757,251.5886,135.3508,180.56783,274.51035,229.86156,109.0556,77.722046
9688,LMBR1,6222.551,4774.1865,4196.9414,663.18604,1473.6699,493.5762,591.4967,485.85828,880.5621,947.9669,819.1457,2519.3289,2859.5393,1408.2529,1242.098,1841.5656,1714.2968,750.48004,1264.5382,1692.712,1569.6115,352.7818
9689,IGSF10,2.0398047,9.345575,14.329315,14.244346,120.006546,4.4403358,29.604725,66.88672,22.402494,27.648855,44.80832,13.894162,17.223198,2.5947068,43.387505,147.35826,60.668697,56.71229,156.57288,189.87666,53.9579,77.494446
9690,PGRMC1,2622.2007,1742.3467,2570.0942,7911.905,12576.561,3607.026,4155.7593,3351.9495,7967.58,1315.869,2326.8,6241.328,11527.306,5330.859,5185.1016,17820.879,18324.12,1028.6713,1778.2863,5141.0146,4028.9827,996.72327
9691,FBXW4,688.39886,647.69403,530.47894,212.85411,227.81842,139.28091,122.644615,144.58345,171.766,648.17896,165.02695,387.9856,625.0055,266.26443,172.22868,379.24518,1778.4214,602.0734,1224.1292,1384.9752,1955.2103,298.28552
9692,PEX19,1940.9786,1290.424,1253.1067,438.78275,821.70404,381.05273,459.56805,448.6299,556.923,992.748,493.51797,1025.9966,1556.4677,630.04816,520.2552,829.9953,1714.5758,445.00513,1051.7417,1680.8633,1796.6525,400.21136
9693,SLC19A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3817425,0.0,0.0,0.0,6.472492,6.3938622,0.0,61.00473,217.75055,275.0897,176.99069,64.65791,43.032707
9694,SPPL3,1205.8318,835.10974,1268.1454,509.76556,862.74005,416.0013,452.60385,525.28357,540.7115,1424.3136,513.9633,903.88196,1425.8273,619.5213,785.36206,1759.4064,3443.8455,1025.6201,1965.16,2954.4038,3210.6367,707.0795
9695,ARPP19,3597.586,2628.0278,4484.667,1530.8069,1811.5944,1108.618,1183.6234,1156.5417,1707.4349,3525.341,2067.56,2602.9397,3250.7751,1592.1873,1100.463,4359.974,7797.29,1676.9106,3815.3232,5171.62,6211.6733,1728.3092
9696,TIMP2,762.5867,1075.3088,1650.1837,687.4746,1112.5001,1765.7806,1044.113,3499.187,1687.4147,4915.967,2826.596,1680.4336,1707.6357,3108.2126,4490.479,6590.9106,6146.0806,1205.6882,3257.5474,7355.205,2245.921,1321.4773
9697,PLXNA2,44.429897,62.174446,214.91574,24.252245,24.851923,66.66973,20.639744,143.78198,35.686787,210.13942,45.738422,81.44952,120.034355,59.03201,98.78017,220.95218,549.39764,382.21503,427.63486,495.5621,324.12442,124.33601
9698,LINC00923,2.7800946,16.319405,0.0,0.8764242,0.73887986,0.8577801,1.7686594,1.2022121,2.4539878,14.436663,0.0,3.9403143,8.924085,0.0,0.0,30.786644,95.26819,107.88068,174.58438,92.158745,14.120306,27.00452
9699,NUDT16L1,6964.272,3874.527,4927.7314,1161.2295,2336.766,772.4321,838.0548,833.38885,1232.4656,968.6102,793.0982,2786.9893,4448.5825,1602.0663,1208.8875,1652.0778,1681.8754,497.78314,938.2553,1505.8865,1984.8585,418.6038
9700,STK35,523.83844,350.833,497.9578,120.858536,178.58778,163.56046,157.33263,171.6971,120.768394,919.867,93.96735,353.7027,474.33685,193.99132,239.50941,546.72,1876.845,714.2236,1138.1918,1354.4695,1846.4181,441.38022
9701,LINC01095,0.87070096,0.0,11.311067,0.0,0.68747425,0.0,1.0793308,1.647718,0.0,4.666829,0.0,0.59438896,0.0,3.886392,0.0,0.0,9.514748,31.152649,99.37293,37.473408,87.9408,24.271845
9702,NPHS1,2.6752274,0.0,9.084913,0.0,0.0,0.0,0.0,0.0,0.0,16.309753,0.0,2.6788106,3.0129557,0.0,6.3938622,0.0,87.46179,142.58293,104.99618,108.69619,32.280582,4.6894617
9703,NGRN,6441.9673,3587.649,4500.1733,1386.0983,2369.6526,934.2772,1016.6573,443.38458,1391.5029,436.25327,1177.9565,1889.7341,3692.9778,1480.2476,929.95825,1607.5464,834.64215,307.5136,405.2263,828.0527,980.23364,264.4645
9704,SUMO1,12252.644,7841.188,12917.915,3333.3174,5951.308,3023.0042,2817.4695,2552.2712,3896.1516,1706.0216,3697.1384,7586.369,10214.361,5212.4995,4639.505,7308.798,4645.0176,496.42694,1732.944,3218.4749,2829.9297,819.37634
9705,BTF3L4,6215.464,4004.542,5528.66,1391.0096,2508.477,1614.8317,1142.3721,941.8539,1432.23,1350.4357,1628.7616,3353.2544,4390.839,1623.999,1473.7601,2900.2078,2670.2913,939.7151,1203.856,2634.1577,2446.5967,775.2593
9706,RAB28,1863.8986,1363.6814,1426.3723,593.84393,936.0348,446.75687,474.72998,395.75632,683.61975,436.17084,194.95174,976.2604,1443.5573,598.4794,518.3285,1111.72,713.7983,306.5966,315.1135,618.472,712.21783,141.49649
9707,C1QB,445.17188,1053.3029,114.04176,351.12775,768.54315,251.44067,1221.7584,66.9711,585.61804,312.18762,589.651,2154.288,1062.1418,1329.7545,1110.9473,1426.7626,529.48883,188.38937,372.6833,993.1692,287.36557,168.56415
9708,PIGA,775.839,552.9858,571.7159,215.20065,268.9609,136.28685,112.296844,105.85285,137.50569,354.26578,457.8172,316.11105,588.702,309.20996,246.25064,387.2094,1102.2484,359.75476,778.9687,905.2539,771.2771,189.09909
9709,LAMTOR3,1956.197,1377.1498,3038.4988,799.1772,1972.1367,1267.4928,953.8363,1119.424,1483.2642,1001.0798,835.0307,1182.8549,1639.7317,1229.9951,1559.0469,4137.4746,2408.3967,381.6923,708.9614,1928.4261,1414.0599,609.89075
9710,CENPN,593.93744,371.87756,764.6032,89.84196,1031.706,39.42327,115.72638,18.243563,113.4675,92.48592,398.66345,364.27335,430.55194,197.54475,154.39874,249.76573,265.0303,108.40036,375.10516,398.5222,495.58795,194.69281
9711,CTSO,1267.9016,936.31055,1197.338,473.7286,477.87592,394.78613,349.89658,241.39583,419.06232,1544.4932,246.09619,869.0472,1283.0591,410.6833,178.80641,545.1394,2037.2335,767.77765,1776.1766,2708.9993,1620.4303,500.61688
9712,COL19A1,2717.9885,1597.3485,938.0396,347.5538,981.4365,187.64233,258.34067,19.903389,67.76908,289.77213,365.59686,831.9962,931.7386,411.1429,309.12296,466.0703,1801.4021,293.17914,367.0393,718.0187,519.2817,21.501833
9713,CST7,10404.184,7990.629,32469.305,26572.994,24312.922,10207.49,9027.36,23322.533,31396.242,4809.523,5009.2163,24691.105,30881.137,39695.996,50949.973,51258.195,23266.36,3648.5996,8497.987,6740.6606,7967.2856,2340.164
9714,PRDM15,545.7809,497.68277,276.8782,109.46019,160.68651,125.9797,53.493595,70.50962,101.79416,462.3918,48.723442,341.39157,431.74103,148.28424,78.22762,286.7093,1305.592,446.1871,1078.2708,1300.144,1340.5424,350.43073
9715,DDX50,5128.9077,3738.2888,4358.4927,1186.1631,2197.58,1042.7191,933.93494,856.09656,1445.4873,2062.0583,962.64575,2839.2703,3604.3372,1221.2299,1084.2452,2571.631,4092.7844,972.9249,2609.9844,3721.9333,5756.6636,1382.2445
9716,TMIGD2,8456.277,4102.247,2850.2554,961.7955,1939.3296,351.94556,322.78665,211.82143,982.684,231.09785,169.16089,2269.0564,3810.8523,1268.8188,682.55817,865.111,702.6514,299.89685,438.47406,747.9441,2331.558,510.0701
9717,CCDC112,1900.9683,1247.7045,553.4078,405.68243,763.3502,418.79492,370.03262,500.30872,391.26575,869.0212,385.6385,814.73615,1771.695,713.90857,626.63135,950.50464,1601.6843,290.1231,1030.8857,1367.0348,1261.3995,522.31976
9718,CEACAM4,350.70575,613.1047,112.84596,159.11613,302.33447,834.7869,295.45023,1892.1387,533.56177,483.4249,543.63336,935.8437,1320.199,7330.5283,10437.182,3860.659,1406.1592,157.64116,341.3954,680.91473,182.05965,84.856995
9719,BLCAP,6335.859,4277.1797,4371.6426,1169.339,2668.162,1032.4459,1297.4427,807.73926,1089.7046,1240.2915,708.195,2813.7827,4688.8057,1815.5864,1380.994,2649.5977,2615.3728,826.5697,1158.5332,2586.3086,2551.1042,834.27576
9720,PSTPIP2,1051.5355,844.3611,730.67346,1691.4799,5054.115,947.00916,1230.6998,1293.7551,2654.9202,1303.7538,2389.3447,2826.7732,2652.5994,4086.332,6091.8555,13014.827,7955.5923,1041.6545,1592.3077,5884.757,2623.781,912.0973
9721,AGPS,2091.844,1272.9003,1509.0242,543.27466,836.8807,437.45572,568.8218,273.13544,382.48062,2693.8735,256.6795,1188.0844,1505.1522,496.0488,524.9493,981.40155,3410.8967,1009.474,2243.847,4328.9355,3919.6375,1519.5795
9722,GLTP,5458.2397,3859.6748,5356.6826,1808.6935,1624.1514,881.2788,910.3584,1801.5897,1413.069,3187.824,3435.4836,4038.2947,5941.469,2373.557,2281.0396,3952.2197,4758.1587,1356.8098,2911.9016,5550.3906,4392.8564,1447.9543
9723,RAB21,1353.8213,1243.6663,2534.0647,511.1863,814.8576,622.41907,395.22675,985.7063,684.1977,3620.7913,1208.1824,1356.8643,1510.3019,988.9255,1337.1201,2990.1147,6612.17,1692.0497,3354.438,5720.177,6487.2617,1663.0288
9724,MTX2,1477.3151,840.7408,790.70984,381.1857,564.0429,264.77036,358.26788,230.07524,365.8715,353.38928,164.27744,775.37726,1053.0984,339.344,192.35866,405.3991,687.9492,148.02095,511.92038,702.254,717.7138,272.83002
9725,SKA3,25.612999,11.396328,14.277851,7.471139,4.548277,0.85448176,13.614109,41.318306,4.477651,68.953995,9.29368,56.824375,26.364155,23.570518,2.3944178,52.60025,220.13107,158.11449,119.112854,277.52768,248.61678,155.11786
9726,PLIN4,0.0,1.1506156,35.687725,0.0,16.319433,46.301975,0.0,80.26564,39.861065,14.576605,13.498595,9.925504,17.77904,89.70302,95.30114,314.86426,269.6066,296.7517,113.11597,200.65392,96.491585,44.89238
9727,GPR61,16.725391,8.306377,7.347022,1.7488632,0.0,0.0,0.0,1.710864,0.0,17.105726,3.4977264,9.39418,9.857666,0.0,5.8918858,2.8621876,56.346832,75.80611,134.10242,88.35736,124.28874,41.78281
9728,RNF144A,2475.498,982.3433,662.9816,318.6546,676.26074,283.3935,200.8728,161.27487,420.03485,922.9817,95.26548,819.4087,1089.7175,321.70944,217.6237,1143.7864,1520.4874,180.6095,758.17114,984.718,2197.177,512.40106
9729,ATF7IP2,9574.688,5919.1357,2949.6099,846.34546,1380.5809,619.8898,628.87665,348.72986,731.105,784.4634,941.46783,3443.4895,4349.1934,1415.0305,947.2481,1567.6412,2257.8313,751.16614,1248.0969,1540.7426,2639.779,649.7332
9730,MXRA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6089225,0.0,0.0,0.0,0.0,0.0,0.0,49.092987,90.25347,86.86401,77.077896,40.298283,33.091385
9731,KIAA1191,3889.0217,2464.9688,3719.3984,892.2105,1831.5135,646.3832,848.8638,670.0583,1281.375,2278.942,868.569,1969.3623,3467.8926,1208.8235,799.22375,1444.8291,4131.6416,950.35864,2374.7886,3730.8892,4955.3857,1308.6902
9732,PTPRB,16.440039,11.80712,41.006836,37.496735,6.2334323,5.4222608,1.7202821,5.1478996,19.018705,47.21417,0.0,6.804946,6.2269316,7.2248244,9.130245,15.156107,248.35242,184.16608,190.6091,352.9468,139.46075,62.28409
